OID_;UIDENTSTLAE;ULAND;UREGBEZ;UKREIS;UGEMEINDE;UJAHR;UMONAT;USTUNDE;UWOCHENTAG;UKATEGORIE;UART;UTYP1;ULICHTVERH;IstStrassenzustand;IstRad;IstPKW;IstFuss;IstKrad;IstGkfz;IstSonstige;LINREFX;LINREFY;XGCSWGS84;YGCSWGS84;PLST
26286;5230110518100992187;5;1;70;48;2023;1;17;3;3;0;3;2;1;1;1;0;0;0;0;335759,914900000207126;5725792,201799999922514;6,625430489000053;51,659088154000074;1
26289;5230110515111082345;5;1;54;8;2023;1;19;3;3;5;3;2;1;1;1;0;0;0;0;307449,861999999731779;5747891,341000000014901;6,204373506000024;51,848570307000045;1
26290;5230110515110092800;5;1;54;36;2023;1;17;3;3;5;2;2;1;1;1;0;0;0;0;301762,038999999873340;5741041,648000000044703;6,125822285000027;51,785070370000028;1
26308;5230110502228073562;5;1;13;0;2023;1;17;3;3;5;3;2;1;1;1;0;0;0;0;358641,122100000269711;5698226,548100000247359;6,967071466000050;51,417604960000062;1
26317;5230110500200850580;5;1;11;0;2023;1;7;3;3;0;7;2;0;1;0;0;0;0;0;345897,212600000202656;5679537,307499999180436;6,792022258000031;51,246356206000030;1
26321;5230116709800954947;5;5;66;32;2023;1;17;2;3;5;3;2;1;1;1;0;0;0;0;412148,078999999910593;5778940,074999999254942;7,715866180000035;52,153962701000069;1
26325;5230110406130090801;5;7;58;8;2023;1;20;3;3;1;5;2;1;1;1;0;0;0;0;466043,194600000046194;5776778,003699999302626;8,503811190000022;52,140470382000046;1
26328;5230110405108082151;5;7;54;8;2023;1;7;3;3;5;2;2;1;1;1;0;0;0;0;455967,362599999643862;5753377,853399999439716;8,359601391000069;51,929383796000081;1
26332;5230111700000079550;5;5;13;0;2023;1;8;4;3;5;2;0;1;1;1;0;0;0;0;369043,194000000134110;5708122,720000000670552;7,112910784000064;51,509039408000035;1
26335;5230110400300166202;5;7;11;0;2023;1;12;3;3;3;2;0;1;1;1;0;0;0;0;470768,231499999761581;5755718,263900000602007;8,574654185000043;51,951400118000038;1
26339;5230110316100081576;5;9;74;40;2023;1;11;3;3;0;2;0;0;1;1;0;0;0;0;438883,616000000387430;5713012,866000000387430;8,118261751000034;51,564877834000072;1
26346;5230110303100552430;5;9;15;0;2023;1;7;3;3;5;2;2;0;1;1;0;0;0;0;418635,917500000447035;5725223,492399999871850;7,823366445000033;51,672089191000055;1
26352;5230110300700693757;5;9;16;0;2023;1;16;3;3;5;3;2;0;1;1;0;0;0;0;372675,082700000144541;5710616,888699999079108;7,164315803000022;51,532284757000070;1
26357;5230110300100557765;5;9;11;0;2023;1;15;3;3;5;2;0;0;1;1;0;0;0;0;375513,077800000086427;5705791,822300000116229;7,206913959000076;51,489553337000075;1
26358;5230109709110992213;5;5;66;8;2023;1;7;2;3;0;1;2;1;1;0;0;0;0;0;399250,063400000333786;5780384,658999999985099;7,526970044000052;52,164743559000044;1
26363;5230109702100076674;5;5;15;0;2023;1;19;2;3;5;2;2;1;1;1;0;0;0;0;406885,447999999858439;5756849,232999999076128;7,644986233000054;51,954540141000052;1
26364;5230111513320095636;5;1;62;4;2023;1;6;4;3;5;2;2;1;1;1;0;0;0;0;347476,092000000178814;5662902,504000000655651;6,821683819000043;51,097305097000060;1
26374;5230109607500578288;5;3;82;56;2023;1;8;2;3;5;2;1;0;1;1;0;0;0;0;372889,056800000369549;5627470,924000000581145;7,196777931000042;50,785039915000027;1
26377;5230110307000694385;5;9;62;36;2023;1;11;3;3;0;1;0;0;1;0;0;0;0;0;405393,136599999852479;5662627,840199999511242;7,648593700000049;51,107319889000053;1
26384;5230110502401091264;5;1;17;0;2023;1;7;3;2;6;4;2;1;1;0;1;0;0;0;353380,569000000134110;5699005,760999999940395;6,891149451000047;51,423270706000039;1
26385;5230109601100699147;5;3;15;0;2023;1;12;2;3;0;7;0;1;1;0;0;0;0;0;355335,928799999877810;5643976,626399999484420;6,941403285000035;50,929261781000037;1
26386;5230109601100381814;5;3;15;0;2023;1;17;2;3;1;5;1;1;1;1;0;0;0;0;354999,005199999548495;5644792,205099999904633;6,936287646000039;50,936506601000076;1
26387;5230109601100199147;5;3;15;0;2023;1;6;2;3;0;1;2;1;1;0;0;0;0;0;356635,154299999587238;5644105,531500000506639;6,959828221000066;50,930744610000033;1
26398;5230109508000388400;5;1;19;0;2023;1;7;2;3;5;2;2;1;1;1;0;0;0;0;349673,522499999962747;5710812,711500000208616;6,832847049000065;51,528389182000069;1
26419;5230109500200087336;5;1;11;0;2023;1;18;2;3;4;6;2;1;1;0;0;0;0;0;343440,148099999874830;5679533,141400000080466;6,756848085000058;51,245649669000045;1
26423;5230109404301621652;5;7;66;44;2023;1;6;2;3;5;3;2;1;1;1;0;0;0;0;492903,428000000305474;5764707,372999999672174;8,896551626000075;52,032943767000063;1
26424;5230109404301187364;5;7;66;36;2023;1;7;2;3;0;6;2;1;1;1;0;0;0;0;497968,190700000151992;5769302,445599999278784;8,970354490000034;52,074299177000057;1
26428;5230109400200096957;5;7;11;0;2023;1;16;2;3;0;7;2;1;1;0;0;0;0;0;472445,671500000171363;5762491,812599999830127;8,598517537000021;52,012385146000042;1
26436;5230109307000275734;5;9;62;24;2023;1;8;2;3;0;2;0;1;1;1;0;0;0;0;409054,780000000260770;5694799,180999999865890;7,692706664000070;51,397125936000066;1
26441;5230109303100992205;5;9;15;0;2023;1;17;2;3;0;3;2;1;1;1;0;0;0;0;410832,933600000105798;5723195,441500000655651;7,711071733000040;51,652674265000030;1
26459;5230108711215992220;5;5;70;4;2023;1;11;1;2;5;3;0;1;1;1;0;0;0;0;422707,481800000183284;5735253,138199999928474;7,880008919000034;51,762827450000032;1
26463;5230108706000465896;5;5;58;12;2023;1;11;1;3;5;1;0;0;1;1;0;0;0;0;371558,502000000327826;5755853,894999999552965;7,131531110000026;51,938559764000047;1
26464;5230108706000060644;5;5;58;28;2023;1;12;1;2;5;1;0;1;1;0;0;0;0;0;398539,093000000342727;5729201,838999999687076;7,531675346000043;51,704578373000061;1
26477;5230108601400581664;5;3;15;0;2023;1;13;1;3;4;6;0;0;1;0;0;0;0;0;356433,048899999819696;5647043,881300000473857;6,955795908000027;50,957100883000066;1
26478;5230108601200699153;5;3;15;0;2023;1;0;1;3;3;2;2;1;1;1;0;0;0;0;353054,714200000278652;5643883,409600000828505;6,909001682000053;50,927847470000074;1
26485;5230108502319089620;5;1;13;0;2023;1;10;1;3;0;7;0;0;1;1;0;0;0;0;356660,020999999716878;5707051,989000000059605;6,935023495000053;51,496412577000058;1
26498;5230108404302196910;5;7;66;8;2023;1;17;1;3;3;2;2;1;1;1;0;0;0;0;483485,438000000081956;5769656,140000000596046;8,759025077000047;52,077236609000067;1
26502;5230108303100094307;5;9;15;0;2023;1;15;1;3;0;2;0;1;1;1;0;0;0;0;419245,509700000286102;5729039,799399999901652;7,831296743000053;51,706484096000054;1
26507;5230107709110093617;5;5;66;8;2023;1;2;7;3;0;7;2;1;1;0;0;0;0;0;399225,848000000230968;5780803,726999999955297;7,526491692000036;52,168505607000043;1
26508;5230107706000796665;5;5;58;16;2023;1;23;7;2;0;1;2;1;1;0;0;0;0;0;387844,281499999575317;5747352,343800000846386;7,371099612000023;51,865673361000063;1
26511;5230107702100972350;5;5;15;0;2023;1;1;7;3;0;1;2;1;1;0;0;0;0;0;405449,743999999947846;5758145,273000000044703;7,623743413000057;51,965947256000049;1
26512;5230107702100574755;5;5;15;0;2023;1;19;7;3;5;7;2;0;1;1;0;0;0;0;405667,950000000186265;5757011,938699999824166;7,627229851000038;51,955797426000061;1
26513;5230107702100276700;5;5;15;0;2023;1;14;7;3;0;1;0;0;1;0;0;0;0;0;406152,247000000439584;5757433,611999999731779;7,634160236000071;51,959669565000070;1
26526;5230107601500086421;5;3;15;0;2023;1;6;7;2;5;2;2;0;1;0;0;0;0;1;359740,051300000399351;5647297,448899999260902;7,002754580000044;50,960194131000037;1
26527;5230107601400556074;5;3;15;0;2023;1;8;7;3;0;7;2;0;1;0;0;0;0;0;355881,744800000451505;5646809,229399999603629;6,948044347000064;50,954854503000035;1
26534;5230107705000147520;5;5;54;20;2023;1;12;7;3;0;1;0;0;1;0;0;0;0;0;364507,519000000320375;5786035,601500000804663;7,017039950000026;52,208085122000057;1
26538;5230107505200991658;5;1;14;0;2023;1;19;7;3;9;1;2;0;1;0;0;0;0;0;336057,135400000028312;5692217,636299999430776;6,645332450000069;51,357538849000036;1
26553;5230107406120687173;5;7;58;16;2023;1;1;7;3;0;1;2;1;1;0;0;0;0;0;474105,394799999892712;5776677,797599999234080;8,621623321000072;52,140006243000073;1
26563;5230107316300992228;5;9;74;28;2023;1;12;7;3;0;7;0;0;1;0;0;0;0;0;455210,262000000104308;5725744,535900000482798;8,352162288000045;51,680881082000042;1
26571;5230107301303680667;5;9;13;0;2023;1;15;7;2;4;2;0;0;1;1;0;0;0;0;401613,725999999791384;5706767,330000000074506;7,582450594000022;51,503466598000045;1
26572;5230107300600090515;5;9;16;0;2023;1;18;7;3;5;3;2;0;1;1;0;0;0;0;377471,855700000189245;5709419,053999999538064;7,233853058000022;51,522580735000076;1
26576;5230106709300987312;5;5;66;84;2023;1;7;6;3;3;2;2;1;1;1;0;0;0;0;386160,115000000223517;5778968,844000000506639;7,336143456000059;52,149475325000026;1
26578;5230106709110647852;5;5;66;8;2023;1;16;6;3;4;7;2;0;1;0;0;0;0;0;400403,593500000424683;5782500,843299999833107;7,543208175000075;52,183972717000074;1
26579;5230112608312794800;5;3;34;12;2023;1;10;5;3;5;3;0;1;1;1;0;0;0;0;307636,166000000201166;5633900,587999999523163;6,268650347000062;50,824823782000067;1
26583;5230106702100991788;5;5;15;0;2023;1;17;6;3;0;6;2;0;1;0;0;0;0;0;406974,680100000463426;5758221,018899999558926;7,645912834000058;51,966885381000054;1
26584;5230106701920648545;5;5;62;28;2023;1;7;6;3;0;1;2;1;1;0;0;0;0;0;377738,514399999752641;5723093,091099999845028;7,232932823000056;51,645531601000073;1
26591;5230106607500490421;5;3;82;56;2023;1;13;6;3;0;1;0;0;1;0;0;0;0;0;371258,325699999928474;5624925,996899999678135;7,174547358000041;50,761805576000029;1
26593;5230106602400677501;5;3;62;32;2023;1;12;6;3;5;3;0;1;1;1;0;0;0;0;337062,114400000311434;5642491,220100000500679;6,682241801000032;50,911043219000078;1
26604;5230106515212495760;5;1;54;32;2023;1;12;6;3;5;7;0;0;1;0;0;0;0;1;310176,344100000336766;5718021,861300000920892;6,260179968000045;51,581244714000036;1
26605;5230106515211992241;5;1;54;16;2023;1;12;6;2;5;3;0;0;1;1;0;0;0;0;304410,412299999967217;5727594,964900000020862;6,171720444000073;51,665245828000081;1
26606;5230111300100190973;5;9;16;0;2023;1;23;4;2;8;1;2;1;1;0;0;0;0;0;376059,204199999570847;5709090,642000000923872;7,213616901000023;51,519320953000033;1
26618;5230106502406087260;5;1;17;0;2023;1;14;6;3;5;3;0;1;1;1;0;0;0;0;351277,035299999639392;5693350,477800000458956;6,863286388000063;51,371906445000036;1
26630;5230106500200001718;5;1;11;0;2023;1;13;6;3;5;2;0;0;1;1;0;0;0;0;345101,790199999697506;5680378,277300000190735;6,780270683000026;51,253697171000056;1
26633;5230107513320786844;5;1;62;4;2023;1;12;7;3;2;7;0;0;1;1;0;0;0;0;340662,803000000305474;5664236,622999999672174;6,723869338000043;51,107439810000074;1
26651;5230106301301094458;5;9;78;24;2023;1;13;6;3;7;7;0;0;1;1;0;0;0;0;398172,656600000336766;5717774,680299999192357;7,529701977000059;51,601798728000063;1
26655;5230105711214874651;5;5;70;4;2023;1;17;5;2;0;2;2;1;1;1;0;0;0;0;423219,993999999947846;5732876,550000000745058;7,887958729000047;51,741533283000081;1
26660;5230105702100770611;5;5;15;0;2023;1;15;5;3;5;2;0;0;1;1;0;0;0;0;405501,016999999992549;5756464,775299999862909;7,624951780000060;51,950850939000077;1
26667;5230105701110075491;5;5;62;32;2023;1;15;5;3;1;5;0;0;1;1;0;0;0;0;373317,303199999965727;5718882,615700000897050;7,170589743000050;51,606713648000039;1
26671;5230105610111514421;5;3;70;4;2023;1;19;5;3;0;6;2;1;1;1;0;0;0;0;318350,038200000301003;5660155,270099999383092;6,407511616000022;51,064140898000062;1
26674;5230105608100333491;5;3;34;2;2023;1;10;5;3;0;6;0;0;1;0;0;0;0;1;295185,997999999672174;5628228,650399999693036;6,095269649000045;50,769613293000077;1
26692;5230112405108496860;5;7;54;8;2023;1;21;5;3;5;3;2;1;1;1;0;0;0;0;459245,961000000126660;5752191,842000000178814;8,407421991000035;51,918970572000035;1
26697;5230105505200074018;5;1;14;0;2023;1;13;5;3;5;3;0;0;1;1;0;0;0;0;334126,766999999992549;5691240,233999999240041;6,618088302000046;51,348197412000047;1
26726;5230105314220790141;5;9;66;12;2023;1;13;5;3;2;6;0;0;1;0;0;0;0;1;427649,635999999940395;5669497,267999999225140;7,965071267000042;51,172323521000067;1
26731;5230105303100525931;5;9;15;0;2023;1;10;5;3;3;6;0;1;1;1;0;0;0;0;422229,019999999552965;5725577,707599999383092;7,875237600000048;51,675782438000056;1
26735;5230112608200751460;5;3;34;2;2023;1;13;5;3;5;2;0;1;1;1;0;0;0;0;295308,946999999694526;5626307,173000000417233;6,098079402000053;50,752399274000027;1
26738;5230116518120585983;5;1;70;44;2023;1;10;2;3;5;2;0;1;1;1;0;0;0;0;336912,223000000230968;5722185,379000000655651;6,643756284000062;51,627020366000067;1
26739;5230105300600363368;5;9;16;0;2023;1;18;5;2;5;2;2;0;1;1;0;0;0;0;374357,912499999627471;5709818,798399999737740;7,188849276000042;51,525489175000075;1
26746;5230104705000021132;5;5;54;20;2023;1;12;4;3;5;5;0;1;1;1;0;0;0;0;367019,691999999806285;5787692,676000000908971;7,053131791000055;52,223586535000038;1
26750;5230104610222777588;5;3;70;36;2023;1;15;4;3;5;3;0;0;1;1;0;0;0;0;299825,201100000180304;5666983,010399999096990;6,139679746000070;51,119302933000029;1
26752;5230111605128532565;5;3;74;28;2023;1;17;4;3;5;2;2;1;1;1;0;0;0;0;410022,813000000081956;5635554,809000000357628;7,721412614000030;50,864671587000032;1
26768;5230107701500400000;5;5;62;24;2023;1;14;7;3;5;2;0;0;1;1;0;0;0;0;372475,878700000233948;5723326,259400000795722;7,156827528000065;51,646458213000074;1
26770;5230104518310186180;5;1;70;32;2023;1;19;4;3;1;1;2;1;1;1;0;0;0;0;339530,859500000253320;5710547,523700000718236;6,686872232000042;51,523215675000074;1
26784;5230104503400567476;5;1;22;0;2023;1;8;4;3;2;6;1;1;1;1;0;0;0;0;362688,195000000298023;5671610,139000000432134;7,035476419000076;51,179405451000036;1
26786;5230104502409194970;5;1;17;0;2023;1;12;4;3;6;4;0;1;1;0;1;0;0;0;349133,579599999822676;5700121,947100000455976;6,829635443000029;51,432185591000064;1
26794;5230206605108816860;5;3;74;8;2023;2;7;2;3;0;2;1;1;1;1;0;0;0;0;391373,078999999910593;5649676,278999999165535;7,452284179000060;50,988410985000030;1
26802;5230206601600678532;5;3;15;0;2023;2;14;2;3;5;3;0;0;1;1;0;0;0;0;361453,593899999745190;5645308,112299999222159;7,027896215000055;50,942730056000073;1
26803;5230206601600276446;5;3;15;0;2023;2;14;2;3;5;3;0;0;1;1;0;0;0;0;361034,564000000245869;5644262,744999999180436;7,022334139000066;50,933234251000044;1
26805;5230206601500593441;5;3;15;0;2023;2;10;2;2;5;3;0;0;1;1;0;0;0;0;360775,040000000037253;5649065,504000000655651;7,016806162000023;50,976334936000057;1
26809;5230206600320679306;5;3;82;72;2023;2;14;2;3;5;3;0;0;1;1;0;0;0;0;364307,617700000293553;5611083,547599999234080;7,081135011000072;50,635807176000071;1
26811;5230206518110496111;5;1;70;12;2023;2;15;2;3;5;3;0;0;1;1;0;0;0;0;328664,156899999827147;5735001,734500000253320;6,518417984000052;51,739699339000026;1
26814;5230206515110872077;5;1;54;36;2023;2;21;2;3;4;3;2;0;1;1;0;0;0;0;302155,162200000137091;5739764,265000000596046;6,132242209000026;51,773738559000037;1
26815;5230206515110554330;5;1;54;36;2023;2;14;2;3;5;3;0;0;1;1;0;0;0;0;300933,001500000245869;5741664,128299999982119;6,113461732000076;51,790365878000046;1
26822;5230206502210676143;5;1;13;0;2023;2;17;2;3;5;2;2;0;1;1;0;0;0;0;358428,358000000007451;5699326,607000000774860;6,963574244000029;51,427437178000048;1
26825;5230206501212891410;5;1;12;0;2023;2;7;2;3;3;6;1;2;1;1;0;0;0;0;341613,520999999716878;5697530,278999999165535;6,722699635000026;51,406848102000026;1
26831;5230206500300386694;5;1;11;0;2023;2;7;2;3;2;6;0;0;1;1;0;0;0;0;353659,793999999761581;5674328,927999999374151;6,905288661000043;51,201597504000063;1
26834;5230206410230787106;5;7;70;4;2023;2;9;2;3;0;1;0;1;1;0;0;0;0;0;489370,161999999545515;5783579,469000000506639;8,844457105000060;52,202561493000076;1
26844;5230206316100380438;5;9;74;40;2023;2;11;2;3;7;7;0;1;1;0;0;0;0;1;436591,505099999718368;5718999,903599999845028;8,084115576000045;51,618450835000033;1
26850;5230206301101371318;5;9;13;0;2023;2;18;2;3;0;1;2;0;1;0;0;0;0;0;394984,961500000208616;5708008,096300000324845;7,486608523000029;51,513426460000062;1
26854;5230205709110372342;5;5;66;12;2023;2;20;1;3;5;3;2;0;1;1;0;0;0;0;403982,995600000023842;5772304,324500000104308;7,598426625000059;52,092960638000079;1
26858;5230205702100069102;5;5;15;0;2023;2;9;1;3;5;2;0;1;1;1;0;0;0;0;403942,285000000149012;5758262,016699999570847;7,601775457000031;51,966738143000043;1
26869;5230205518320082220;5;1;70;52;2023;2;13;1;2;1;5;0;1;1;1;0;0;0;0;318264,747999999672174;5730247,607000000774860;6,370441536000044;51,693722974000082;1
26882;5230205400200690816;5;7;11;0;2023;2;3;1;2;0;1;2;0;1;0;0;0;0;0;469806,057099999859929;5764901,961300000548363;8,559845355000050;52,033916624000028;1
26883;5230205316100890592;5;9;74;40;2023;2;6;1;3;7;7;2;1;1;0;0;0;0;0;435473,344200000166893;5712301,604299999773502;8,069198453000070;51,558103339000070;1
26887;5230205301302874784;5;9;13;0;2023;2;21;1;3;5;3;2;1;1;1;0;0;0;0;396112,343999999575317;5706931,752800000831485;7,503166577000059;51,503960033000055;1
26888;5230205301101072180;5;9;13;0;2023;2;14;1;3;5;2;0;1;1;1;0;0;0;0;392514,926400000229478;5707157,460200000554323;7,451285528000028;51,505316042000061;1
26889;5230205300300795188;5;9;11;0;2023;2;11;1;3;0;3;0;1;1;1;0;0;0;0;379096,226400000043213;5706163,006599999964237;7,258371781000051;51,493666904000065;1
26896;5230204702100479182;5;5;15;0;2023;2;4;7;3;0;1;2;0;1;0;0;0;0;0;406208,939000000245869;5757441,278999999165535;7,634982973000035;51,959748045000026;1
26898;5230204701110289700;5;5;62;32;2023;2;12;7;3;6;6;0;0;1;0;1;0;0;0;376243,112800000235438;5718763,119100000709295;7,212860808000073;51,606290356000045;1
26912;5230204601300881880;5;3;15;0;2023;2;19;7;3;6;6;2;0;1;1;1;0;0;0;353844,417500000447035;5646601,695199999958277;6,919140521000031;50,952476399000034;1
26913;5230204601300574414;5;3;15;0;2023;2;15;7;3;5;2;0;0;1;1;0;0;0;0;353063,120600000023842;5644913,147700000554323;6,908706083000027;50,937103466000053;1
26914;5230204601100986622;5;3;15;0;2023;2;12;7;3;3;5;0;0;1;1;0;0;0;0;356705,626299999654293;5643051,265300000086427;6,961244741000030;50,921287520000078;1
26917;5230204518100775948;5;1;70;48;2023;2;12;7;3;5;3;0;0;1;1;0;0;0;0;335966,981499999761581;5727504,312500000000000;6,627617774000043;51,674529810000081;1
26927;5230204500200786214;5;1;11;0;2023;2;19;7;3;3;5;2;1;1;1;0;0;0;0;344797,508500000461936;5681553,217199999839067;6,775404032000040;51,264171645000033;1
26949;5230204301101873326;5;9;13;0;2023;2;14;7;3;0;2;0;0;1;1;0;0;0;0;392347,123999999836087;5706366,434000000357628;7,449110088000054;51,498174019000032;1
26950;5230204300800399410;5;9;54;36;2023;2;12;7;3;2;6;0;0;1;1;0;0;0;0;384686,385400000028312;5698738,994500000029802;7,341282489000037;51,428107675000035;1
26951;5230203711200787087;5;5;70;16;2023;2;13;6;3;5;3;0;1;1;1;0;0;0;0;413543,778599999845028;5738985,775900000706315;7,746326974000056;51,795040759000074;1
26954;5230203709110138293;5;5;66;12;2023;2;6;6;3;5;3;2;1;1;1;0;0;0;0;406429,036000000312924;5772394,964999999850988;7,634095804000026;52,094194355000070;1
26963;5230203609140724257;5;3;58;40;2023;2;14;6;3;9;1;0;1;1;0;0;0;0;0;325241,709499999880791;5635368,067199999466538;6,517666465000048;50,843589801000064;1
26967;5230203607400693613;5;3;82;68;2023;2;9;6;2;5;3;0;0;1;1;0;0;0;0;366949,913999999873340;5632860,596999999135733;7,110618117000058;50,832149295000079;1
26974;5230203602900980773;5;3;62;40;2023;2;14;6;3;5;3;0;1;1;1;0;0;0;0;357413,725999999791384;5630670,021999999880791;6,976137977000064;50,810191727000074;1
26978;5230206600110695264;5;3;14;0;2023;2;14;2;3;6;4;0;0;1;0;1;0;0;0;363731,612599999643862;5622729,490299999713898;7,068700394000075;50,740345141000034;1
26981;5230203514110086200;5;1;66;32;2023;2;10;6;3;0;7;0;1;1;0;0;0;0;0;317878,812900000251830;5682189,135399999096990;6,389638788000070;51,261920673000077;1
26982;5230203508000795030;5;1;19;0;2023;2;19;6;3;0;1;2;0;1;0;0;0;0;0;352297,450199999846518;5706172,476900000125170;6,872589617000074;51,487386751000031;1
26990;5230203501131891555;5;1;12;0;2023;2;16;6;3;3;2;0;1;1;1;0;0;0;0;342960,016999999992549;5712519,093000000342727;6,735381596000025;51,541893401000038;1
27000;5230203406230804067;5;7;58;20;2023;2;10;6;3;5;2;0;1;1;1;0;0;0;0;475776,207999999634922;5783327,902000000700355;8,645562244000075;52,199869973000034;1
27001;5230203406210191350;5;7;58;4;2023;2;19;6;3;5;2;2;1;1;1;0;0;0;0;470695,723899999633431;5783758,352800000458956;8,571190415000046;52,203493220000041;1
27018;5230202709110696500;5;5;66;8;2023;2;11;5;3;5;3;0;1;1;1;0;0;0;0;399426,682500000111759;5781824,880200000479817;7,529124501000069;52,177720091000026;1
27022;5230202705000410851;5;5;54;20;2023;2;7;5;3;5;3;2;1;1;1;0;0;0;0;366238,592799999751151;5783918,384199999272823;7,043194418000041;52,189483926000037;1
27024;5230202702100572400;5;5;15;0;2023;2;6;5;2;8;6;2;1;1;0;0;0;0;0;408780,937400000169873;5753301,817299999296665;7,673502438000071;51,922967851000067;1
27025;5230202702100472400;5;5;15;0;2023;2;5;5;3;8;6;2;1;1;0;0;0;0;0;408775,975999999791384;5753308,670099999755621;7,673428495000053;51,923028635000037;1
27030;5230202701610417111;5;5;62;12;2023;2;23;5;2;5;3;2;1;1;1;0;0;0;0;359291,425900000147521;5725821,302999999374151;6,965384988000039;51,665733756000066;1
